6
6
4
5
4
5
5
6
6
3
5
3
6
5
5
6
7
8
7
3
4
8
7
5
5
4
5
2
5
7
4
5
5
6
2
5
4
5
8
3
3
5
4
3
6
3
2
2
5
5
3
2
5
3
4
6
5
4
2
5
2
2
5
2
2
6
4
5
6
5
6
5
4
7
4
2
4
1
6
6
5
6
4
5
3
7
5
5
7
6
4
3
6
3
5
8
6
8
6
3
